fen,tactical_label
rnb1kbnr/1pp1pp1p/p2p2p1/1N3N2/8/3P1PP1/RPP1P1RP/2BQKB2 b k - 0 13,3
rnbqkb1r/1pppp1pp/5p1n/p7/2P5/N5PN/PP1PPP1P/R1BQKB1R b KQkq - 0 6,0
rn1qkb1r/p1p1pppp/bp6/2Pp2Pn/8/BP5N/P2PPP1P/RN1QKB1R w KQkq d6 0 8,0
rnbqk2r/1pppn1pp/p2b1p2/4p3/P5P1/N1PP4/RP1QPP1P/2B1KBNR w Kk - 0 10,0
rn1qkbnr/1b2p1p1/3p1p1p/pp6/2PpPP2/1P1Q2P1/P5BP/RNB1K1NR b KQkq - 1 10,3
rnbqk1n1/3pbp2/pp2B2r/P1p3p1/6Pp/4PPR1/1PPP1N1P/RNBQK3 b Qq - 0 13,3
rn2kbn1/pp2ppp1/1r6/2p5/P1P1pPP1/7N/1B1PP2P/RN1K1B1R b q f3 0 10,0
rnbk2nr/3pp2p/p5pb/q1P2p2/p1P1P1P1/5P1P/PP1B1K2/RN3BNR b - - 0 11,3
2bqkb1r/1rp1pppp/p6n/1N1p1P2/1n1P4/8/P1P1PKPP/1RBQ1BNR b k - 0 12,3
rnbqkbnr/ppp3p1/4pp2/3p4/P1P2PPp/4P2N/1P1P3P/RNBQKB1R b KQkq - 0 6,0
2bqkb1r/2p1p2p/rnn4p/3p4/pp6/NQP2PP1/PP1PP2P/1RB1KB1R b Kk - 1 12,3
r1b1kb2/1pnpppp1/5n1r/p1p4p/1Pq3P1/N1PPP2B/P3KP1P/R1BQ2NR w q - 0 11,3
r1b1qbnr/pp2pk1p/2n2p2/2pp1Pp1/2P5/NP6/P1QPPKPP/1RB2BNR b - - 2 8,3
r1b2bnr/p1ppq1pp/np2pk2/5p2/1PPP4/N6N/P2KPPPP/R1BQ1BR1 w - - 5 8,2
1n1qkb1r/r2ppppp/bp5n/1Np5/p1P1P3/1P3N1P/P2PQPP1/R1B1KB1R w KQk - 3 9,3
rnbqk2r/pp1p1ppp/2pbpn2/8/4P1P1/N1P5/PP1PNP1P/R1BQKB1R b KQkq - 2 6,3
rnbqkb1r/ppp2ppn/3p3p/4p3/8/N2P1P1N/PPPBP1PP/R2QKB1R w KQkq - 0 6,0
rnb1kbn1/2pq4/p2p1p1r/PN2p1pp/1P1P3P/R5P1/2PNPP2/2BQKB1R b Kq - 3 11,3
r2q1bnr/pbpp2kp/np6/2N1ppp1/P2NP3/2PP3P/1PQ2PP1/R1B1KB1R b KQ - 0 11,3
r2qkbnr/2p1pp2/np1p3B/p5p1/bP1P2P1/5N1P/R1P1PP2/1N1QKB1R b Kkq - 1 9,3
rnb1kb1r/1p1q2pp/p1p2p1n/4p3/2PP4/1PB1pP1N/P2N1KPP/R2Q1B1R w kq - 0 11,1
r1bqkbnr/p1ppp2p/np4p1/1P3p2/8/4P2N/P1PP1PPP/RNBQKB1R w KQk - 0 7,0
rnbqk1r1/1pp2p1p/3pp3/p5b1/6pB/1PPP1PPP/P3P3/RN1QKBNR w KQq - 3 12,3
rnbqkbnr/1p1p2pp/2p2p2/p2Np3/8/2PPP3/PP1Q1PPP/R1B1KBNR b KQkq - 1 6,0
rnbqk1nr/pp2pp2/3p3b/2p3p1/2P1P2p/2NPBN2/PP3PPP/R2QKB1R w KQkq - 0 7,3
rnb2bnr/pp3ppp/2q1kP2/2ppp3/1P6/P1N4P/2PPP1P1/R1BQKBNR w KQ - 1 8,3
rnb1kbnr/1p1ppp2/1Bpq2p1/7p/N2P1P1P/8/PPP1P1P1/R2QKBNR w KQq - 1 11,2
rnbq1b1r/pp1p1kp1/4ppn1/7p/PpPP1P2/2N4N/RB2PKPP/2Q2B1R w - - 6 13,3
r1bqk1nr/p1pp2p1/np3p2/2b1p2p/3PP3/5PPN/PPPN3P/R1BQKB1R b Qkq - 1 8,3
2bqkbn1/r1ppp1p1/6r1/ppn2p1p/3P1P2/BP4PP/P1PQPK2/RN3B1R b - - 2 12,3
r2qkb1r/2p1np1p/n7/pp1pp1p1/PP1NP1b1/N1P5/3PQPP1/R1B1KB1R b Kkq - 2 11,3
rnbq1k1r/pppp4/3bp2p/5pBn/P7/2PPPNPN/1P3P1P/R2QKBR1 w Q - 1 12,3
rn1qk2r/pb2bp1p/2p2npP/1p6/2pp2P1/PP2B3/2Q1PP1R/RN1K1BN1 b kq - 1 12,3
rnbqkbnr/pp1pp2p/8/2p2pp1/2P2P2/NP1P2P1/P3P2P/R1BQKBNR w KQkq - 3 7,0
rnbqkbnr/1ppp1p1p/p3p1p1/8/P7/1PN2PP1/2PPP2P/R1BQKBNR w KQkq - 0 6,0
rnbq2nr/1p2pk1p/p1pp3b/5pp1/P1P5/1P1P3P/1B2PPP1/RN1QKBNR w KQ - 1 10,0
r1bqkbnr/1p1pppp1/2n5/p6p/1Pp5/P4P2/1BPPPKPP/RN1Q1BNR w kq - 2 6,3
r1bqkb1r/ppp1p1pp/n2p1p2/8/3PPPn1/8/PPP1B1PP/RNBQ1KNR w kq - 1 6,3
rnb2knr/p1pp3p/1p6/7p/2P2p1q/N1b2PP1/P2PK2P/R1BQ1B1R b - - 2 13,3
rnbqkbr1/pp1pp2p/5pp1/1Np5/P3n3/5NP1/1PPPPP1P/R1BQKB1R w KQq - 0 7,0
rnbqkb1r/pppp3p/4ppp1/8/1P3Pn1/3P4/P1P1P1PP/RNBQKBNR w KQkq - 0 6,2
rnNq1kn1/p1p4r/1p6/2bp1pRP/5p2/5P2/PPPPP2P/R1BQKB2 w Q - 0 12,3
r1bk1bnr/pp2p1pp/n7/1NppN3/qP1P2pP/7B/P1P1PP2/R1BQK2R w KQ - 2 10,3
rnbqk2r/p5pp/1pp2p1n/2bp4/P1PPp2P/1P4P1/Q3PP2/RNB1KBNR b KQkq d3 0 9,3
r1bq1knr/ppbp4/n1p1pp2/3N2Pp/B3P3/6PP/PPPP4/R1BQK1NR w KQ - 5 11,3
1nbqkbnr/rppp3p/6p1/p3pp2/Q5PP/2P4N/PP1PPP2/RNB1KB1R w KQk - 0 7,3
r1b1kbnr/pp3pp1/2n1p2p/2pp4/P3P2P/3B4/1PPP1PP1/RNBQ1KR1 b kq - 1 11,0
r1bqkb1r/ppp1p1p1/2np4/5pNp/1P4n1/NR3P2/P1PPP1PP/2BQKB1R w Kkq - 2 9,0
1nbqkbn1/r1p4r/pP1Np2p/5pp1/1PB1P3/8/2PP1PPP/R1BQK1NR b KQ - 0 10,1
rnbq1bnr/1p1kp1pp/p2p4/2p5/1PPP1p2/3Q4/P2NPPPP/R1B1KBNR w KQ - 0 8,3
rn1qkb1r/pbpp1ppp/4p2n/8/1p2P3/5P1N/PPPP1QPP/RNBK1B1R b kq - 1 6,0
rn2k1nr/p1p1qpp1/1p1bp2p/1P1p4/P3PP1P/2Pb4/3P2P1/RNBQK1NR w KQkq - 0 10,2
2bqkbn1/rp1pppp1/n7/p1p4r/B6N/1P2P2p/P1PP1PPP/RNBQK2R w KQ - 4 9,3
r1bqk2r/pppp1pp1/2nbpn1p/8/5N2/P3P3/RPP2PPP/1NBQKB1R w Kkq - 3 9,3
rn1qkb1r/ppp1pppp/3p1n2/8/1P1P1P2/Pb6/2P1P1PP/RNBQKBNR w KQkq - 1 6,0
rn1qkbnr/p2ppp2/b6p/1pp3p1/5B2/2NP1N2/PPP1PPPP/R2QKB1R w KQkq - 0 6,3
r1b1kbnr/pp1p1pp1/2p1p3/q6p/1nPP4/2N1B1P1/PP1QPP1P/R3KBNR b KQkq - 2 8,0
rnbq1b1r/2pp1k1p/B6n/1p2pp2/PP2PPpP/2P5/3P2P1/RNBQK1NR w K - 0 12,3
r2qkbr1/pbp1p1pp/np3p1n/1N6/P1PpP1P1/1Q5P/1P1PKP2/R1B2BNR b q - 1 10,3
rnb2b1r/ppqkp2p/3p2Q1/2pn1p2/2P1PP2/N5PP/PP1P3R/R1B1KBN1 w Q - 1 10,3
rnb1qb1r/p1pp2pp/5n1Q/1p1k1p2/4pP1P/1P1PP3/P1P1K1P1/RNB2BNR b - - 4 10,3
2bqkb1r/1ppp1n1p/np2p1p1/rPP2p2/P6P/3P4/4PPP1/RNBQKBN1 b Qk - 0 11,3
rn1qk2r/1bpp2bp/pp3ppn/4p3/2QP1P2/1P2B2P/P1P1P1P1/RN1K1BNR w kq - 0 9,3
r1b1kb1r/p2pp1pp/2n2p1n/1Np1Q3/2P3P1/4q3/PP3PBP/R1B2KNR w kq - 0 13,3
rn1qkbnr/ppp1pbpp/8/1P3p2/2p5/N2P2PN/P3PP1P/1RBQKB1R b Kkq - 0 8,0
1r1qkbnr/ppp1p1p1/2np4/7p/1P1PpP1P/2B4P/P1P1N3/RN1QKB1R w KQk - 0 10,0
1nbqkb1r/2pppp1p/4r1p1/pp2N3/1P1P1Pn1/N7/P1PQP2P/R1BK1B1R b k - 0 10,3
rn3b1r/pppk1pp1/3Bp1np/5P2/b2qP3/1P1B3N/P1PP2PP/RN1QK2R b KQ - 2 12,3
r1bqkbnr/2p1p1p1/1p5p/p2pPpP1/2Qn4/P4P2/1PPP1K1P/RNB2BNR w - - 0 10,3
r1b1kbNr/p2ppp1p/6p1/4n3/Pp6/Bp1q1P1P/R1P1P1P1/1N1QKB1R b Kkq - 1 12,3
r1bnk1nr/pp1p1pp1/3b2qp/2p1p3/P1P5/1P2P1PP/R1BP1P2/1NBQK1NR b Kkq - 3 9,3
r1b2bnr/pn1qp1pp/4k3/1pppNp2/P2P1P2/6PP/NPP1P3/R1BQKB1R w KQ - 0 12,3
1nbqkb1r/1Qpp2pp/7n/2PNp3/r7/p6P/PP1PPPP1/R1B1KBNR w KQ - 1 12,3
rnb1k1nr/pp1p1p1p/6p1/2p1p1b1/1P2P3/2P2K2/qB1P1PPP/RN2QBNR b kq - 0 9,3
2b2bnr/r1p1k1pp/np3p2/p2pp3/P3P3/2NPKN2/1PP1BPPP/R2Q3R b - - 1 11,2
r1bqkb1r/pppppp1p/5np1/8/P1P3PP/5P2/1PQPn3/RNB1KBNR w KQkq - 1 8,3
rnbqk1nr/pp1p1p1p/4p1p1/2p5/P2P4/4BPKN/1bP1P1PP/RN1Q1B1R b kq - 1 7,3
rnb1kbnr/1p1p1ppp/2p1p3/pP1q4/P1PP2P1/8/3KPP1P/RNBQ1BNR b kq - 0 9,3
r1bqkb1r/pppp3p/3B3n/4ppp1/1P6/4PN2/P1PP1PPP/RN1QKB1R b KQkq - 1 8,2
rn2k1nr/pbqpb3/1pp1p2p/5pp1/P4P2/2NPP1P1/1PP1N2P/1RBQKB1R w Kkq - 1 12,0
r1bqkbnr/ppp2p2/2npp2p/6p1/P1P3P1/1PN1P3/3P1P1P/R1BQKBNR b KQkq - 1 6,0
rn1q1bnr/2p2kpp/2bp1p2/pp2p3/P2P2PN/1PP1P3/4KP1P/RNBQ1B1R b - - 1 13,3
r1bqkbnr/1ppp1p2/2n3p1/3Pp2p/p1P1PP2/8/PPK3PP/RNBQ1BNR b kq - 0 7,3
rnbqk1nr/pp5p/3p1p1b/2p1p1p1/2PP1P2/2N4P/PP2PKP1/R1BQ1BNR w kq - 0 7,3
Q1bk2nr/1pp3pp/2nbpp2/1P1p4/2PP4/q4P1P/P3P1P1/RNBK1BNR b - - 0 12,3
r1b1kb1r/ppppn2p/8/2N2pqP/1n2Ppp1/3P4/PPP3PR/R1BQKBN1 w Qkq - 1 10,3
r1b1k1nr/pp1pqpb1/n3p1p1/1Np4p/1PP2NP1/P3P3/3P1P1P/R1BQKB1R b KQkq - 4 12,3
r1b1qb1r/1ppkpp1p/pQnp2p1/8/P4Pn1/2P3N1/1P1PP1PP/1RB1KBNR b K - 2 13,3
r1b2kr1/p1ppqp1p/n2b2p1/1B2p1Pn/QP6/N1P2P1N/P2PP2P/R1B1K2R b KQ - 0 13,3
r1b1k1nr/1ppp1p1p/8/p1b1PqB1/P4P1P/8/nP1NP1P1/2RQKBNR b Kkq - 2 11,3
r1bqkbnr/ppp1p1p1/n4p2/3p3p/P5P1/R1P2P2/1P1PP1BP/1NBQ1KNR b kq - 1 7,0
rn1qkbr1/p3pppp/bp1p1n2/2p5/1B3PQ1/3PP3/PPP3PP/RNN1KB1R b KQq - 5 8,3
rn1q1bnr/p2k4/1p1p3p/2p1pPp1/1PP5/5P2/P2P2PP/RNB1KBNR b KQ - 0 10,0
1rbqkbnr/pppp3p/n7/4pp2/1P4p1/N2PB2N/P1P1PPPP/R2QKBR1 b Qk - 3 7,3
rnb1kb1r/pppp1n1p/4pq2/P4pp1/1P5P/2R5/N1PPPPP1/R1BQKBN1 w Qkq - 1 9,3
rnb1k1nr/2p1bppp/pp1pp3/1q2N3/Q2P3P/2P5/PP1NPPP1/R1B1KB1R w KQ - 4 10,3
r1bqkb1r/ppnppppp/5n2/2p5/PP6/8/1RPPPPPP/1NBQKBNR b Kkq - 5 6,2
1r1q1bnr/1bpkp1p1/1p3p2/p1Pp2Np/P2B3P/6P1/2NPPP2/R2QKBR1 b Q - 0 13,3
rn2kbn1/p1pbpp1r/7p/1p3q2/P3p1p1/1RP3PP/1P1P1P2/1NBQ1KNR w q - 0 12,3
1rbqkb1r/pp1p1ppp/B6n/2p1p3/7P/1P2PK2/P1PP1PP1/RNBQ2NR b k - 0 6,3
r2qk2r/n1pb1pbp/1p2p1pn/p2p4/5PPP/3PP2R/PPP1B3/RNBQK1N1 w Qkq - 0 11,0
r1bqkb1r/p2pp1pp/n6n/2p2p2/P1p3P1/RP1P4/4PP1P/1NBQKBNR w Kkq - 0 8,3
rnbq2n1/ppp2ppr/3ppk1p/4N2P/3P1b2/1P1QPP1R/P1P3P1/R1B1KBN1 b Q - 2 11,3
2b1k1nr/rpp1p2p/p5qb/5pp1/P2P2P1/NPPP1P2/R2K3P/2BQ1BNR w k - 1 13,0
rnbqk1nr/p2pp2p/1pp2p1b/2P3p1/5PP1/PP6/3PP2P/RNBQKBNR b KQkq - 0 6,3
1rbq1b1r/pp1pp1pp/5p1n/2pk2N1/1n6/N3P1P1/P1PPKP1P/R1BQ1B1R w - - 0 10,2
r1b1k1nQ/1p1p1pb1/nqp5/p3p3/1P2PPp1/6PP/P1PP4/RNB1KBNR b KQq - 0 13,3
r1bqkbnr/pn1p1pp1/1p5p/2pNp2B/PP2P3/7P/2PP1PPR/R1BQK1N1 b Qkq - 0 10,0
r1b1k1nr/3p1p1p/p1n1p1p1/2p5/q6P/2N1PKP1/1PPb1P2/1RBQ1BNR w kq - 0 13,3
1rbqkb1r/1ppppppp/7n/P7/3n2PP/8/P1PPPP1N/RNBQKB1R b KQk - 0 6,3
rn2kb1r/pp2pppp/2p5/3p1b2/P2P1qn1/RP2PN2/2PK2PP/1NBQ1B1R w kq - 0 9,0
1rbqk3/1ppp3r/3b3p/p1B2pp1/P2n4/1P3N1P/R1PNPPP1/3QKB1R b K - 0 12,3
rn2k1r1/3b1pbp/1pqp3n/p1p1B1p1/1PP1P3/N2P3N/P2Q1PPP/1R2KB1R w Kq - 3 13,3
rn1qkbnr/ppp1p3/5pp1/3p3Q/4P2P/N6b/PPPP1PP1/R1B1KBNR w KQkq - 0 7,3
rn1qkb1r/p1p1pppp/4b2n/1p6/3p1PPP/2P5/PP1PPK2/RNBQ1BNR b kq - 0 6,3
1nbqkb1r/1pp1pp1p/r7/p5p1/4n3/N1P4P/PP1PPPP1/R1B1KBNR b KQk - 1 7,3
r1bk1bnr/1p1ppppp/2n5/p5P1/2p1P2P/1q3P1B/PPPPQ3/RNB1K1NR w KQ - 5 10,3
rnb1kbnr/p1ppq2p/4pp2/1p6/N4Pp1/3PP1PB/PPP1N2P/R1BQK2R b KQkq - 1 8,3
rnbq1b1r/pppp1kpp/2n4P/8/4p3/PPP1p3/3PNPP1/RNBQKB1R w KQ - 0 9,3
rn2kb1r/1bp1pppp/pp3n2/5PP1/q2p3N/2P5/1P1PP2P/RNBQKB1R w KQkq - 0 10,3
rnbq1b1r/1ppppk1p/5n2/pB6/1P1Pp3/1N4p1/P1P1NPPP/R1BQK2R b KQ - 5 11,3
r2qkbn1/p3pp2/n1p5/3p2p1/8/1PPPPPpr/P6P/RNB1KBNR b KQq - 0 11,2
rnbqkbnr/pp3ppp/2p5/3pp3/4P3/3B1N2/PPPP1PPP/RNBQK2R w KQkq - 0 6,3
1rbqk1nr/pp1p1ppp/2p1p3/2n5/2PP3b/P2QB2N/1P2PPPP/RN1K1B1R b k - 7 10,3
rn1q2nr/2pkp1bp/2b5/pB3pp1/5P2/NP6/PRPPQ1PP/2B1K1NR b K - 1 11,3
rnbqk2r/p1ppn3/6pp/1p3p2/1bNP1P2/N3P3/PPP2KPP/R1BQ1B1R b kq - 2 8,3
r1bqkbnr/p1p5/np1p3p/5pp1/2P1pP2/PP4PP/3PP3/RNBQKBNR w KQkq - 0 9,0
r1bq1bnr/ppnpkp2/2p1pN2/6pp/1P6/N3P2P/P1PP1PP1/R1BQKB1R b KQ - 0 8,0
rnbqkbnr/pp3p1p/2pp2p1/8/P3p1P1/4P2N/RPPP1P1P/1NBQKB1R w Kkq - 0 6,0
rnb1kbr1/p2pp2N/7n/1p2qpp1/1Pp2P2/P5P1/1B1PP1BP/RN1QK2R w KQq - 1 12,3
rnbqkbnr/p1p1pp1p/8/3p2p1/5P2/P1NP3P/1PP1P1P1/R1BQKBNR w Kk - 1 10,3
r1bqkb1r/ppppp1p1/n4p2/5n1p/1P2P2P/5N1R/P1PP1PP1/RNBQKB2 b Qkq - 1 6,3
1nkq1b1r/r2bpppp/p1p4n/1N1Q4/7P/2P5/PP1PPPP1/R1BK1BNR w - - 1 11,3
r1b1kbn1/Bpqppp1r/n2p3p/p7/2P5/1P3K2/P2PP1PP/1R1Q1BNR b q - 4 13,3
r1bqkb1r/3npppp/pppp4/1N1n4/1P6/3PPNP1/P1P2P1P/R1BQKB1R w KQkq - 1 8,2
r1b2b1r/1p1k1p1p/2n2np1/1pppp3/2qP1B1P/1P1Q1PP1/P1P1P3/R3K1NR w KQ - 0 13,3
rnbqkb1r/ppppp2p/6pn/8/2PP1p2/N7/PP1QPPPP/1RB1KBNR b Kkq - 1 7,2
r1bqkbnr/pppp3p/5p2/4p1p1/1n6/P3P2P/N1PP1PP1/R1BQKBNR b KQkq - 1 6,3
r1bqkbn1/p3ppp1/n3p3/1pp1rP2/4P2p/N7/PPPP2PP/R1BQ1KNR b q - 3 9,3
r2qkb1r/pp1bppp1/n6p/2pp4/P1P1n1P1/NQ5B/1P1P1P1P/1RB1K1NR w Kkq - 2 9,3
rnbqk1nr/p1pp3p/6p1/1p3pP1/3bpQ1N/2P1P3/PP1PKP1P/RNB2B1R w kq - 0 10,3
rn1qbk2/1pp2ppr/3ppn2/p6P/5PQP/NP1PP3/P1PB4/R3KBNR b KQ - 2 12,3
rnb1k2r/1p1p1pp1/p1pbp3/8/QP1PnP1p/N1P1q2P/PB2P1PR/R3KBN1 w Qkq - 2 12,3
r1bqkbr1/pp1p1pp1/n7/2pn3p/Q2pP1P1/2P2P2/PP1K3P/RNB2BNR b q - 3 9,3
r1b1kbnr/pppq4/1N4pp/3ppp2/1n6/5P1P/PPPPP1PR/R1BQKBN1 w kq - 2 9,3
rnb2knr/p2p1p1p/1pp5/q3p1p1/1b3PPP/P1P4B/1P1PP2R/RNBQ1KN1 w - - 0 10,3
rnb1kbnr/p3pppp/8/1ppQ1q2/4P1P1/P1P4N/RP1P1P1P/1NB1KB1R w Kkq - 2 9,3
rnbq1rk1/2pp1pbp/1p3n2/p1N3p1/3P1P2/7P/PPPK1PP1/R1BQ1B1R b - - 1 10,3
rnbqk1nr/pp1pp3/6p1/2p2p2/2Bb3p/2P1P3/PP1N1PPP/R1BQK1NR b KQkq - 1 8,3
r1bqkb1r/1ppp3p/n3p2n/p1P2pp1/1P4P1/P4P1P/1B1PP3/RN1QKBNR w KQkq - 0 9,3
1rb1kbnr/p2n4/B1p2p1p/1p1pp1p1/q3P3/BP2NP1Q/P1PPN1PP/R2K3R b k - 1 13,3
1rbqk1nr/pppppp1p/4P2b/n5p1/8/3P4/PPPK1PPP/RNB1QBNR b k - 2 6,0
r1b1kb1r/pp1n1ppp/4pq2/2ppn3/5P2/N1BP4/PPP1PNPP/1R1QKBR1 b kq - 7 10,3
r1b1kb2/p2p1ppr/pqp2n2/4p2p/4P2P/2P2Q2/PP1P1PP1/RNB1K1NR w KQq - 2 10,3
r1b1kbnr/1p3p1p/1qn3p1/p1ppp3/2B2PP1/2P1P2N/PPQP3P/RNB1K2R w KQkq - 0 8,3
rnbq1knr/pp1p1pp1/2pb3p/4p3/1PPP4/N3BP2/P3P1PP/RQ2KBNR b KQ - 2 7,3
rnbqk2r/Np1pppbp/p4n2/2p3p1/P2P3P/5P2/1PPBP1P1/R1Q1KBNR b KQkq - 1 10,3
1nbq1bn1/1p1ppkr1/r1p2p2/p6p/PPP1P1p1/2N2P1N/1B1PQ1PP/1R2KB1R b K - 1 12,3
rnbqk1nr/p1ppbp2/1p5p/8/2P3p1/4P3/PP1P1PPP/RNB1KBNR b KQkq - 0 6,0
Q2q1br1/1ppkpppp/2n5/3pnP2/1P2b2N/B1PP4/P3P1PP/RN2KB1R w KQ - 1 12,3
r2k1bnr/pb1p2p1/2n2N1p/qpp1pP2/QP1P4/2P3P1/P3P2P/R1B1KBNR w KQ - 1 11,3
r1bqk2r/pp1ppp1p/n5p1/2p3bn/PP3P2/R3P3/2PPK1PP/1NBQ1BNR b kq - 2 8,3
1nbqkbnr/1pppp2p/3r2pB/5p2/1p1P3P/5N2/P1P1PPPR/RN1QKB2 w Qk - 2 8,2
rnb2bnr/pp1pp3/4k2p/1p3pp1/1P2PPP1/2N1K2N/P1PP3P/R1B2Q1R w - - 2 12,3
rnbqkb1r/1ppp2Pp/p7/4pp1R/2nP4/8/PPP1PPP1/RNBQKBN1 b Qkq - 2 8,3
r2qkb1r/2pbp1p1/ppn2p1p/P2p2B1/1P4n1/2PP1P2/R3P1PP/1N1QKBNR b Kkq - 1 10,3
r2qkbnr/pb2pp2/npp4p/3p2p1/4P3/Q1P3P1/PP1P1PBP/RNB1K1NR w KQkq - 0 8,3
rnb1kb1r/p1p2p1p/6pn/1p1pp1N1/4P3/PPP2Q1q/3P1PP1/RNB1KB1R b KQkq - 0 9,3
2rqkbnr/1ppbp1pp/p6n/3p1p2/P2P3P/4PQ1N/1PP1KPP1/RNB2B1R b k - 5 11,2
rnbqk1nr/1p4p1/3pp2p/p1p2pP1/PbP4P/8/1PQPPP2/RNB1KBNR w KQkq - 0 9,3
rnbqk1nr/2pp1ppp/1p6/p3p1B1/3b4/QPNK3N/P1P1PPPP/R4B1R w kq - 0 11,3
2rqkbnr/1pp1pp2/p1P5/6pp/P6P/1P3b2/1BPP1PP1/RN1QKBR1 w Q - 0 13,3
r1bqk2r/pp1p1p1p/n2bp3/2p2npP/3PP1P1/1P6/PBP2P2/RNQK1BNR b kq - 0 11,3
r2qkb1r/pbpppppp/np6/4n3/3P1PP1/P6R/1PP1P3/RNBQKBN1 w Qkq - 1 9,3
r1b1kbnr/pp1p3p/2n5/2pP4/2P1pP2/PPBq4/4PP1P/RN1QKB1R w KQkq - 2 12,3
3qkbr1/prp1pp1p/1p5n/1P1pn1p1/3P1PbP/8/PBP1P1P1/RNQ1KBNR w KQ - 0 11,3
rn3bnQ/pb1kpp2/1pq5/2pp2p1/3P3P/NP3P1N/P1P1P1P1/R1B1KBR1 b Q - 5 11,3
r1b1qbnr/n1pp1k2/5ppp/1N2p3/Pp2P3/6QN/2PP1PPP/R1B1KBR1 w Q - 2 12,3
r5r1/2pkbppp/2np3q/p2np1Q1/P2PP3/8/1PP2PPP/RNBK2NR b - - 0 12,3
1nbqkbn1/3ppppr/6rp/p1p5/pP2PP2/P6P/2PPB1P1/R1BQK1NR b KQ - 1 10,3
r1bqk1nr/1ppp2p1/2n1pp1p/p1b5/3P4/3K1PP1/PPP1P2P/RNBQ1BNR b kq - 1 7,2
1n2kbnr/rpp2ppp/B2pb3/p3p3/4P1Pq/1P5N/P1PP1P1P/RNBQK2R w KQk - 4 7,2
rnbqkbnr/1ppp1Npp/8/p4p2/P2pP3/8/1PP2PPP/RNBQKB1R b KQkq e3 0 7,3
rnbqkbnr/1ppp1p2/4p3/p5pp/6PP/2PP1N2/PP2PP2/RNBQKB1R w KQkq - 0 6,3
rnb1kb1r/pp1ppp1p/6p1/1qp5/3P4/2K1N2P/P1P1PPPR/1RBQ1BN1 b kq - 0 9,3
rnbqkb1r/pp2p2p/1n1p2p1/5p2/PNp2PPP/R6B/1PPPP3/2BQK1NR b K - 8 13,3
rnb3nr/1pppk1pp/3b1p2/p3p1N1/P5P1/1PN1P2q/2PP1P1P/R1BQKR2 b Q - 0 9,3
r1b2b1r/pppp1ppp/2nk3n/P3p3/2P5/R2BP2N/1PQP2PP/1NBK3R w - - 3 12,0
rnbqkb1r/pp2pn1p/2p2p2/3p2p1/1P2P3/P1B2P1P/2PP2P1/RN1QKBNR b KQkq - 0 7,3
rnbqkbnr/1p1pp3/p1p2p1p/6B1/2P5/2QP2PP/PP2PP2/RN2KBNR w KQk - 0 8,3
r1bqk1nr/1pppppb1/p1n5/6Np/7P/2P3P1/PP1PPP1R/RNBQKB2 w Qk - 1 8,0
r2qkb2/p1p1pppr/1pn1b2n/7P/2P1N2P/7B/PP1P1P2/RNBQKR2 w Qq - 1 12,2
rnbqkb1r/p2p1ppp/8/3n4/Ppp1pP2/8/R1QPP1PP/1NBK1BNR b kq - 3 9,2
rnbqkb1r/p1p1p1p1/1p3n2/3p1p1p/1P6/2PP1P1P/P3P1P1/RNBQKBNR w KQkq - 0 6,0
r1bqk1nr/1ppn1p1p/4p2b/p2p2p1/2P2PP1/P2PP3/RP5P/1NBQKBNR b Kkq - 0 7,3
1nbqkb1r/r2p1p2/p1pnp3/1P5p/6pP/PP3PPN/3PP3/RNBQKB1R w k - 0 13,3
r1bqkbn1/1pnppp2/p1p4r/6pp/3PP3/1P6/P1PQ1PPP/RNB1KBNR b KQq - 3 8,2
rnbqk1nr/1pppbp2/p6p/4p1p1/3P1P1P/2N4N/PPP1P1PR/R1BQKB2 b Qkq - 1 7,3
rnbqk2r/p2ppp1p/Q1p2np1/1p6/5b2/1PN1P1PP/P1PP4/R1B1KBNR w KQkq - 0 10,3
rn1k1b1r/p1p1pppp/3pqn2/1b3P2/2QP2P1/P6P/1P2P3/R1B1KBNR b KQ - 0 13,3
rnbq1bnr/1pp1p1pp/p2p1k2/5p2/P1P1P3/7P/1P1PQPP1/RNB1KBNR w KQ - 2 7,0
rnb1kbnr/ppp1N3/7p/3pp1p1/1q6/P3PP1N/1PPPK1PP/R1BQ1B1R w kq - 2 11,3
r2qkbn1/pbppppp1/2r5/1p6/B2n1P1p/1PP1P1QN/P2P2PP/RNB1K2R w q - 5 12,3
rnbqkbr1/p1pppp2/7p/1N4p1/Pn6/4PQP1/2PP1P1P/R1B1KBNR w KQq - 0 10,3
rn1qkbnr/1pp1pp1p/3p2p1/p5P1/P3P1b1/N1P5/1P1P1P1P/R1BQKBNR b KQkq - 0 6,2
rn1qk1nr/p1ppp1b1/bp3ppB/8/8/1PNP1PP1/P1P1P2P/R2QKBNR b KQkq - 0 7,3
r1bqk2r/pppp2b1/2n1p2p/4Npp1/4P1n1/1P3PP1/P1PPB2P/RNBQK1R1 w Qkq - 1 9,3
1nb1kb1r/1q1pnp1p/rpp5/p5B1/2PP3P/8/PP2PPPR/1R1QKBN1 b k - 0 9,0
rn1qkbnr/p1pbp3/6pp/1p1pp1N1/5P2/1P4P1/P1PPN2P/R1BQKB1R b KQkq - 0 9,3
rnb1kbnr/ppq2p1p/6p1/2ppp3/4P1PP/8/PPPP1P2/RNBQKBNR b KQkq - 2 6,3
