fen,is_tactical
rnbqkb1r/pppp1pp1/4pn2/7p/2P1PP2/3P4/PP4PP/RNBQKBNR b KQkq - 0 4,0
rn1qkbr1/pbpppppp/5n2/1p6/2P3P1/N6B/PP1PPP1P/R1BQ1KNR b q - 4 5,1
rnbqkbnr/4ppp1/2pp3p/pp6/Q1P2P2/3P4/PP2P1PP/RNB1KBNR w KQkq - 0 6,0
rnbqkb1r/p2ppppp/1pp2n2/8/2B5/4PN2/PPPP1PPP/RNBQK2R w KQkq - 0 6,0
rnbqkbnr/pp1p2pp/2p2p2/4p3/8/PQP5/1P1PPPPP/RNB1KBNR w KQkq - 0 4,0
rn2kbnr/pp2pp2/1qpp4/6pp/2P1P3/7b/PP1P1PPP/RNBQKBNR w kq - 0 7,1
rnb1kb1r/ppppnppp/4p3/8/4P2q/6P1/PPPP1P2/RNBQKBNR w KQkq - 1 4,1
1nbq1bnr/rp1ppkp1/p1p5/5p1p/P2P1P2/2NQ1N2/1PP1P1PP/R1B1KB1R w KQ - 2 7,1
rnbqkbnr/1pp1ppp1/p2p3p/8/2P5/NP6/P2PPPPP/R1BQKBNR w KQkq - 0 4,0
r1bqkbnr/pppnppp1/8/3p3p/3P4/N2Q4/PPP1PPPP/R1B1KBNR w KQkq - 0 4,0
r2qkb1r/1bpppppp/1pn2n2/p1P5/4PP2/3P4/PP1K2PP/RNBQ1BNR b kq - 2 6,1
rnb1kbnr/pp1ppppp/1q6/2p5/8/N7/PPPPPPPP/R1BQKBNR w Kkq - 4 4,0
rnbqkbr1/pp1pppp1/2p2n2/8/6Np/P6P/1PPPPPP1/R1BQKBNR b KQq - 1 6,0
rnbqkb1r/p2pppp1/5n1p/1pp5/8/NP3NP1/P1PPPP1P/R1BQKB1R w KQkq - 0 5,1
rnbqkb1r/1ppppppp/p6n/8/P5P1/N7/1PPPPP1P/R1BQKBNR b KQkq - 0 3,1
r1b1kbnr/pp1qpppp/n1p5/3p4/Q5P1/2P1PN2/PP1P1P1P/RNB1K2R w KQkq - 2 7,1
rn2kbnr/p1qp1ppp/b3p3/1pp5/2P5/P6P/1P1PPPP1/R1BQKBNR b KQkq - 0 6,1
rnbqkbn1/pppppp2/5r2/2P4p/5p2/8/PP1PP1PP/RNBQKBNR w q - 0 6,1
rnbqkbn1/ppppppp1/8/7r/P6p/1P2P3/2PP1PPP/RNBQKBNR w KQq - 1 4,1
r1bqkb1r/pppppppp/5n2/4n3/3P4/5N2/PPP1PPPP/RNBQKBR1 w Qkq - 5 4,1
r1bqkbnr/ppp1pp1p/2n5/1B1p2p1/4P2P/2P5/PP1P1PP1/RNBQK1NR b KQkq - 0 4,0
rnbq1bnr/pp1kp1pp/2pp4/3N1p2/7P/1P4P1/P1PPPP2/R1BQKBNR b KQ - 0 5,1
rnbq1b1r/pppp1kpp/7n/4pp2/1P6/P1N2NP1/2PPPP1P/R1BQKB1R w KQ - 0 6,1
r1bqkbnr/ppp2ppp/2n1p3/3p4/P7/2PP4/1P1KPPPP/RNBQ1BNR b kq - 0 4,1
rnbqkb1r/p2p1ppp/2p1p2n/8/1p1P1P1P/1P6/P1PNP1P1/R1BQKBNR w KQkq - 0 6,0
rnbqkbnr/1ppppppp/p7/8/3P4/4B2P/PPP1PPP1/RN1QKBNR b KQkq - 4 4,0
rnbqk1nr/p1ppp1bp/1p3p2/6p1/P1P4P/7N/RP1PPPP1/1NBQKB1R w Kkq - 1 7,1
rnbqkbnr/pp2pp1p/3p2p1/2p2P2/8/2NPPN2/PPP3PP/R1BQKB1R b KQ - 0 6,1
rnbqkb1r/ppp3p1/3p1pnp/4p3/3P2PP/7B/PPPBPP2/RN1QK1NR w KQkq - 0 7,1
1nbqkbnr/rppp1p1p/8/p3p1pP/1PP5/2N5/P2PPPP1/R1BQKBNR w KQk g6 0 6,1
rnbqkbnr/1p1pp1p1/p7/5p1p/3p1PP1/7P/PPPBP3/RN1QKBNR b KQkq - 1 6,1
rn1qkbnr/pb2pp1p/2p3p1/1p1p4/1P3P2/N4N2/P1PPP1PP/R1BQKBR1 w Qkq - 0 6,1
rnbqkbnr/4p1pp/pppp1p2/8/3P1P2/N6P/PPP1P1PR/R1BQKBN1 w Qkq - 0 6,0
r2qkbnr/pppbp1pp/n2p4/1B3p2/6P1/2N1P2N/PPPP1P1P/R1BQK2R w KQkq - 0 6,1
rnbqk2r/p1pppp1n/6pb/1p5p/3N4/PP6/2PPPPPP/RNBQKB1R w KQkq - 3 7,0
r1bqkbnr/pppppp2/2n3pp/7P/4P3/6P1/PPPP1PB1/RNBQ1KNR b kq - 1 6,0
r1b1qknr/pppppp1p/n6b/6p1/3PP3/1P5N/P1PB1PPP/RN1QKB1R w KQ - 1 6,1
rnb1kbnr/pp1qppp1/2pp3p/1B6/4P2P/5P1N/PPPP2P1/RNBQK2R b KQkq - 1 5,1
r2qk1nr/ppp1p2p/n2pb2b/5pp1/P7/1PPP3N/4PPPP/RNBQKBR1 w Qkq - 1 7,1
rnb1kbnr/pp1p1p2/1qp3pp/4p3/2NP4/1P3P2/P1P1P1PP/R1BQKBNR w KQkq - 0 6,1
r2qkbnr/pbp1pppp/np1p4/8/2P2NP1/8/PP1PPPBP/RNBQK2R b KQkq - 4 5,0
rnbq1bnr/ppppkppp/4p3/8/P7/2NP4/1PP1PPPP/R1BQKBNR b KQ - 0 3,0
rnbqkbnr/1pp1pppp/3p4/8/p1P3P1/4PN2/PP1P1P1P/RNBQKB1R b KQkq - 0 4,1
rnbqkb1r/1ppppp1p/6p1/p5P1/5Pn1/3P4/PPP1P1BP/RNBQK1NR b KQkq - 0 5,1
rn1qkbnr/p1pppppp/bp6/8/3P4/2P2P2/PP2P1PP/RNBQKBNR b KQkq - 0 3,0
r1bq2nr/ppppp1kp/2n2p1b/6p1/1PP1P3/2N2Q2/P2P1PPP/R1B1KBNR w KQ - 1 7,1
rnbqkb1r/pppppp2/5npp/8/1P1N4/8/P1PPPPPP/RNBQKB1R w KQkq - 0 4,0
r1bqkbnr/ppppp2p/2n3p1/5p2/5P1P/N7/PPPPP1P1/R1BQKBNR w KQkq - 0 4,0
r1bqk1nr/pppp2p1/n4p2/2b1p2p/8/3P1PPB/PPPQPK1P/RNB3NR w kq - 5 7,1
rnbqkb2/pppppp1r/5np1/7p/6P1/4P3/PPPPBP1P/RNBQK1NR w KQq - 0 6,0
r1b1kbnr/ppp1pppp/8/3p4/1n6/N5Pq/P1PPPP1P/1RBQKBR1 b kq - 1 6,1
rnbqkbnr/p2pp1p1/7p/1pp3B1/3P1p2/4P2P/PPP2PP1/RN1QKBNR b KQkq - 0 6,1
rnbqkb2/1ppp1ppr/2n5/pNP1p2p/8/5P2/PP1PPKPP/R1BQ1BNR w q - 4 7,0
rnbqkbnr/1pp1ppp1/p2p3p/8/P7/1PN5/2PPPPPP/R1BQKBNR b KQkq - 0 4,0
r1bqkbnr/ppppp1pp/2n2p2/8/7P/5NP1/PPPPPP2/RNBQKB1R b KQkq - 2 3,0
r1bqkb1r/pp1pppp1/n1p2n2/7p/2P1P1P1/6RN/PP1P1P1P/RNBQKB2 w Qkq - 0 7,1
rnbqkb1r/p1p1pp1p/1p4pn/3p4/5P2/1P1P2PP/P1P1P3/RNBQKBNR b KQkq - 0 5,1
rnbqkbn1/ppppppp1/7r/7p/6P1/PP6/2PPPP1P/RNBQKBNR b KQq - 0 3,1
rnbqkb1r/1pp1p1pp/7n/3N1p1P/p7/P5P1/1PPPPP2/R1BQKBNR b KQkq - 0 6,1
r2qkbnr/pppbppp1/3p4/7p/3P4/1PPn4/P2KPPPP/RNBQ1BNR w kq - 5 7,1
r1bqkb1r/p2ppppp/n1p2n2/1p6/2P5/N5P1/PP1PPPBP/R1BQK1NR b KQkq - 2 5,0
rnbkqbnr/1ppp1p1p/pN2p1p1/2P5/8/8/PPQPPPPP/R1B1KBNR w KQ - 0 7,1
r1bqkbnr/p1p2ppp/1pnpp3/3B4/8/P3P2P/1PPP1PP1/RNBQK1NR b KQkq - 1 5,1
rnbqkbnr/2p1p1pp/p2p4/1p3p1Q/P1B1P3/7P/1PPP1PP1/RNB1K1NR b KQkq - 1 6,1
r1bqkbnr/pppp1ppp/n7/4p3/P2P4/5P2/RPP1P1PP/1NBQKBNR w Kkq - 2 5,0
rnb1k1nr/1ppp1ppp/p3p2q/5N2/8/1PN5/P1PPPPPb/1RBQKB1R w Kkq - 1 7,1
rnbqkbnr/p1ppp3/1p3p2/6pp/P1P5/3P4/1P2PPPP/RNBQKBNR b KQkq - 1 5,0
rnb1kbnr/1p1pp1pp/p1p2p2/q7/8/P4PPB/RPPPP2P/1NBQK1NR b Kkq - 2 5,0
rnb1kbnr/pp1pppp1/1q5p/2p4P/2P2P2/6PR/PP1PP3/RNBQKBN1 b Qkq - 2 6,0
rnbqk1nr/ppppbpp1/4p2p/8/1P6/2N1P3/P1PP1PPP/R1BQKBNR w KQkq - 0 4,0
rnbqkb1r/1ppppppp/5n2/p7/8/1P3P2/P1PPPKPP/RNBQ1BNR b kq - 1 3,1
rnbqkbnr/p1pppp1p/6p1/1p6/P7/1PP5/3PPPPP/RNBQKBNR b KQkq - 0 3,0
rnb1kbnr/1pqppppp/p1p5/8/3P2P1/2P1PP2/PP5P/RNBQKBNR w KQkq - 1 6,0
r1bqkbnr/pppppp2/2n4p/6p1/3NP3/5P2/PPPP2PP/R1BQKBNR b KQkq - 1 5,1
rnbqkbnr/pppppp1p/6p1/6N1/8/2N4P/PPPPPPP1/R1BQKB1R b KQkq - 1 4,0
rnbqkbnr/1p1ppppp/8/p1p5/P1P5/6P1/1P1PPP1P/RNBQKBNR b KQkq - 0 3,0
rnbqkb1r/2pppppp/1p3n2/p7/4P3/2N3PP/PPPP1P2/R1BQKBNR b KQkq - 0 4,0
rnbq1b1r/1p1kpppp/3p3n/pp6/P5P1/2P4P/3PPP2/RNBQKBNR w KQ - 0 7,1
rnbqk1nr/pp1pbppp/2p5/4p3/6Q1/4P2N/PPPP1PPP/RNB1KBR1 b Qkq - 3 4,1
1nbqkb1r/1ppppppp/r7/1N6/1P4nP/p4P2/PBPPP1P1/R2QKBNR w KQk - 0 7,1
rnbqkbnr/pp2pp1p/6p1/2pp4/PP6/8/2PPPPPP/RNBQKBNR b KQkq - 1 4,1
rn2kbnr/p1pq1ppp/1p2p3/3p4/P1P1PPP1/8/1PQP3P/RNB1KbNR w KQkq - 0 7,1
1rbqkbnr/1ppppppp/p1n5/8/1P5P/6P1/P1PPPP2/RNBQKBNR w KQk - 1 4,0
r1bqk2r/ppppb2p/n4ppn/4p3/2P1PP2/P4Q2/1P1P2PP/RNB1KBNR w KQkq - 3 7,0
rnbqkb1r/pp1ppppp/2p4n/4N3/8/2N5/PPPPPPPP/R1BQKB1R b KQkq - 3 3,0
rnbqk1nr/p1ppp2p/1p6/5pp1/2P5/N1b1PN2/PP1P1PPP/1RBQKB1R w Kkq - 3 6,1
rnbqkb1r/p2p2pp/2p4n/1p2pp2/6PN/P6P/RPPPPP2/1NBQKB1R b Kkq - 1 6,1
rnbqk1nr/ppppp2p/7b/5pp1/6P1/2P4N/PP1PPP1P/RNBQKB1R b KQkq - 0 4,1
r1bqkbnr/p2p1pp1/n1p5/1p2p2p/1P4P1/B6N/P1PPPP1P/RN1QKBR1 w Qkq - 0 6,1
rnbqkb1r/3pp1pp/1pp4n/p4p2/3P4/1PN1P3/P1P1KPPP/1RBQ1BNR b kq - 1 6,0
r1bqkb1r/p1pppp1p/2n4n/6p1/p7/N1P4N/PP1PPPPP/R1B1KBR1 w Qkq - 2 6,1
rnbqkbnr/p2pp2p/1p4p1/2p2p1Q/7P/1PP1P3/P2P1PP1/RNB1KBNR w KQkq - 0 6,0
rn1qkbnr/p1p2ppp/Bp1pb3/4p3/1P6/4P2P/P1PP1PP1/RNBQK1NR w KQkq - 1 5,1
r1bqkbnr/ppppp2p/2n3p1/5p2/8/PNP1P3/1P1P1PPP/RNBQKB1R w KQkq - 1 7,0
rnbqk1nr/ppppbp1p/8/4p1p1/5P2/7P/PPPPP1P1/RNBQKBNR w KQkq - 1 5,0
rnbqkb1r/ppp1pppp/3p4/8/6n1/3BP3/PPPP1P1P/RNBQK1NR w KQkq - 0 4,1
rn1qkbnr/1bppppp1/p7/1p5p/3P1P2/P6P/1PP1P1P1/RNBQKBNR w KQkq - 0 5,0
r1bqkbnr/ppp1pp1p/n5p1/3p4/5P2/1PN5/PBPPP1PP/R2QKBNR b KQkq - 0 4,0
rnbqk1nr/pppp1p1p/4p3/6p1/8/b1N1P1P1/PPPP1P1P/R1BQKBNR w KQkq - 2 4,1
r1bqkb1r/pppnppp1/3p1n1p/6B1/3P2P1/7B/PPP1PP1P/RN1QK1NR w KQkq - 0 5,1
rnb1kbnr/pppp1ppp/8/4p1q1/P1P5/8/1PQPPPPP/RNB1KBNR w KQkq - 3 4,0
rnbqk1nr/1p1pppbp/p5p1/2B5/8/1P3P1N/P1PPP1PP/RN1QKB1R b KQkq - 0 5,1
rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPPB1PPP/1R1QKBNR b Kkq - 1 6,1
rnbqkbnr/1pppppp1/8/p7/5P1p/3PP3/PPP3PP/RNBQKBNR w KQkq - 0 4,0
r1bqk1nr/npppppbp/p7/6p1/2B3P1/NP2PQ2/P1PP1P1P/R1B1K1NR b KQkq - 2 6,1
rnbqkbnr/pp1pp1pp/2p5/5p2/7P/P5P1/1PPPPP2/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/pp1pp2p/2p2pp1/8/P1P1N3/R7/1P1PPPPP/2BQKBNR w K - 0 6,0
r1bqkbnr/p1pp1ppp/1p6/n3p3/3PPBP1/P7/1PP2P1P/RN1QKBNR b KQkq - 1 5,1
r1bqk1nr/pppppp2/2n5/4bPpp/8/2N4N/PPPPP1PP/R1BQKBR1 w Qkq - 6 6,1
1rbqkb1r/1ppppp1p/p1n2n2/6p1/3N4/1P1P1P2/PBP1P1PP/RN1QKB1R b KQk - 0 6,0
1rbqkbnr/p1pppppp/1pn5/8/2P1P3/5P2/PP1PQ1PP/RNB1KBNR b KQk - 0 4,1
rn1qkbnr/ppp1pp1p/6p1/3p4/4P1b1/2PP4/PPQN1P1P/R1B1KBNR w KQkq - 1 7,0
rnb1kbnr/1pppqpp1/p3p2p/1B6/P7/2N1P2P/1PPP1PP1/R1BQK1NR b KQkq - 0 5,1
rnb1kbnr/p1ppqpp1/4p3/1p5p/P6P/2P2P2/1P1PP1P1/RNBQKBNR w KQkq - 1 5,1
rnbqkb1r/1ppp1ppp/5n2/p3p3/1P6/2N2N1P/P1PPPPP1/R1BQKB1R b KQkq - 0 4,1
rnb1kbnr/pp1ppppp/1q6/2p5/1P1P4/5P2/P1P1P1PP/RNBQKBNR b KQkq - 0 3,1
rnbqk1nr/pppp1pp1/8/4p2p/Pb4P1/7P/1PPPPPB1/RNBQK1NR w KQq - 3 6,0
rnbqkb1r/pppp1p1n/4p3/6pp/P2P2P1/1PN4P/2P1PP2/R1BQKBNR b KQkq - 0 6,0
rnbqkbnr/p1ppp1pp/1p6/5p2/5P2/1PP5/P2PP1PP/RNBQKBNR b KQkq - 0 3,0
rnbqkb1r/pp1pp1pp/2p4n/5p2/P7/7N/RPPPPPPP/1NBQKB1R w Kkq - 0 4,0
rnbqkb1r/pp1ppppp/7Q/8/4P3/2P4N/PP1P2PP/RNBnKB1R b KQkq - 3 6,1
rnb1kbnr/ppq1ppp1/2p5/3p3p/4P1P1/P1P5/1P1PKP1P/RNBQ1BNR b kq - 1 5,1
rnbqkb1r/1ppppppp/5n2/p7/Q7/2PP4/PP2PPPP/RNB1KBNR b KQkq - 0 3,0
rnbq1bnr/pppppkp1/5p1p/8/3P4/5N2/PPPKPPPP/RNBQ1B1R w - - 0 4,1
r1bqkbnr/p1ppp2p/np6/5pp1/1P6/4P2N/P1PPQPPP/RNB1KB1R b KQkq - 1 5,0
rnbqkbnr/pp1p1ppp/4p3/2P5/8/8/P1PPPPPP/RNBQKBNR b KQkq - 0 3,0
r1bq1bnr/1ppkpp1p/p5p1/3pn3/1P2PP2/8/P1PP2PP/RNBQKBNR w KQ - 0 7,1
r1bqkbnr/ppp1p1pp/n2p4/5p2/2P5/4P2N/PPQP1PPP/RNB1KB1R b KQkq - 0 4,0
rnb1kbnr/1pqpppp1/2p5/p4Q1p/8/2NPP3/PPP2PPP/R1B1KBNR w KQkq - 0 6,0
rn2kbnr/pbpp2pp/1p6/4pp2/5P1q/N2PP3/PPP3P1/1RBQKBNR w Kkq - 0 7,1
r1bqkbnr/pp2ppp1/2p4p/3p4/1n3PP1/N1P5/PP1PPK1P/R1BQ1BNR w kq - 1 6,0
rnbqkbnr/2p1ppp1/1p5p/p2p4/PP6/3P4/2PNPPPP/R1BQKBNR b KQkq - 1 5,1
rn1qkb1r/p1pppppp/7n/8/1p1P4/1P4PP/P1PBPPb1/RN1QKBNR b KQkq - 0 6,1
r1bqkbnr/1p1np2p/p2p1pp1/2p4Q/1P2P2P/8/P1PP1PPR/RNB1KBN1 w Qkq - 0 7,1
rnb1k1nr/pppp3p/5q1b/4ppp1/QP6/N1P2PP1/P2PP2P/R1B1KBNR w KQkq - 4 7,0
1rbqkbnr/p1ppppp1/np6/7p/8/1PP4P/P2PPPP1/RNBQKBNR b KQk - 0 5,0
rn1qkbnr/ppp1pppp/8/8/3pP1b1/2N5/PPPPQP1P/R1B1KBNR b KQkq - 1 4,1
rn1qk1nr/pb1ppp1p/7b/1pp3p1/2P3P1/1P1P1B2/P3PP1P/RNBQK1NR b KQkq - 2 6,1
rnbqkb1r/ppp1pppp/7n/3p4/3P2P1/5P2/PPP1P2P/RNBQKBNR b KQkq - 0 3,1
rnbqkbnr/1ppp1ppp/8/p3p3/5P2/P6P/1PPPP1P1/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/ppp1p1p1/3p3p/5p2/3P4/7P/PPP1PPPR/RNBQKBN1 w Qkq - 0 4,0
rnb1kb1r/pp1ppp1p/1qp5/6pn/5P2/P1N2N2/1PPPP1PP/R1BQKB1R b KQkq - 0 6,0
rnbqkb1r/3ppppp/1pp4n/p7/1N6/P2PP3/1PP2PPP/R1BQKBNR b KQkq - 0 6,1
rnbqkbnr/pp1ppp1p/2p5/6p1/1P6/P6P/R1PPPPP1/1NBQKBNR b Kkq - 0 4,0
rnbqkbnr/p1ppp1pp/1p3p2/8/P7/1PP5/3PPPPP/RNBQKBNR b KQkq - 0 3,0
rnbqkb1r/ppppp2p/5np1/5p2/P4P2/3P4/1PP1P1PP/RNBQKBNR w KQkq - 0 4,0
rnbqkb1r/1pppnp2/7p/p3P1p1/2P5/P3B3/1P2PPPP/RN1QKBNR b KQkq - 0 6,0
r1bq1bn1/p1pppkpr/np3p1B/7p/3P4/P1N4P/1PP1PPP1/R2QKBNR w KQ - 0 7,1
r1bqkbnr/pp1p1ppp/2n1p3/2p5/P3P3/7N/1PPP1PPP/RNBQKB1R w KQkq - 1 4,0
rnbqkbnr/pp2p1pp/3p4/2p2p2/5P1P/2N5/PPPPP1P1/R1BQKBNR w KQkq - 0 4,0
rnbqkbr1/pp1pp1p1/5p2/2p4p/P5nP/4P3/1PPPNPP1/R1BQKBNR w KQq - 0 7,1
rnb1kb1r/ppppn1pp/4qp2/4p3/P1P5/1QN4N/1P1PPPPP/R1B1KBR1 b Qkq - 1 6,1
r1bqkbnr/p1pp1ppp/1pn5/4p3/4P3/2PP4/PP1Q1PPP/RNB1KBNR b KQkq - 1 4,0
r1b1kbnr/1ppp1ppp/2n1pq2/p7/4P3/3P1P2/PPPN2PP/R1BQKBNR w KQkq - 0 5,0
rnbqkbnr/pp1pp1pp/5p2/8/1Pp3P1/P4N2/2PPPP1P/RNBQKB1R b KQkq - 1 4,0
rnbqk2r/pppp3p/4p1pn/5p2/2P1P1P1/b7/1P1PKP1P/RNBQ1BNR w kq - 0 6,1
rnbqkb1r/p1pppp2/1p4p1/3n3p/1P3P2/P1N2N2/2PPP1PP/R1BQKB1R w KQkq - 4 6,1
rnbqkbnr/pp1pppp1/7p/P1p5/5P2/8/1PPPP1PP/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/p1pppppp/8/1p6/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq - 0 4,0
rnbqk1nr/pppp1ppp/4p3/2b5/8/P3P3/1PPPKPPP/RNBQ1BNR b kq - 2 3,0
rnbqk2r/1p1ppp1p/Q1p2npb/8/7P/1P2PP2/P1PP2P1/RNB1KBNR b KQkq - 0 6,1
r1bqkb1r/p1p2ppp/np5n/4p3/2PpQ3/1P3PP1/P2PP2P/RNB1KBNR w KQkq - 0 7,1
1nbqkbnr/rppppppp/p7/8/1P4P1/5N2/P1PPPP1P/RNBQKB1R b KQk - 0 3,0
rnbqkb1r/1ppppppp/p6n/8/2P4P/8/PPQPPPP1/RNB1KBNR b KQkq - 2 3,0
r1b1kb1r/ppqp1ppp/2n5/2p1pn2/2P5/NP2P3/P2P1PPP/R1BQKBNR w KQkq - 2 7,0
r1bqkb1r/pp1ppN2/n1p2np1/7p/4PP2/2P5/PP1P2PP/RNBQKB1R b KQkq - 0 6,1
rnbqkbnr/pppp1pp1/8/4p2p/N4P2/1P6/P1PPP1PP/R1BQKBNR b KQkq - 0 4,1
r1bqkb1r/p1pppp1p/n5p1/1p6/1P3Pn1/5K1N/P1PPP1PP/RNBQ1BR1 b kq - 3 6,1
1nbqkb1r/1ppppppp/r7/p7/5Pn1/2PP4/PP1KP1PP/RNBQ1BNR w k - 3 5,0
r1bqkbnr/1pppppp1/8/p2Nn2p/P6P/5P2/2PPP1P1/R1BQKBNR w KQkq - 3 7,1
r1bqkbnr/ppp1p1pp/n2p1p2/8/5P1P/P7/1PPPP1P1/RNBQKBNR b KQkq - 0 4,0
r1bqkb1r/ppppp2p/6pn/8/1P1n1p2/P1P2P1P/R2PP1P1/1NBQKBNR w Kkq - 1 7,1
rnb1kb1r/pp1pppp1/1qp2n1p/6P1/8/4PN2/PPPP1P1P/RNBQKB1R w KQkq - 0 5,1
rnbqkbn1/ppppppp1/7B/7p/1P1P4/8/P1P1PPPP/RN1QKBNR b KQq - 0 3,1
1nbqk1nr/r1pp1pp1/pp5p/1Nb1p3/1P6/3BPP2/P1PP2PP/R1BQK1NR w KQk - 0 7,1
rnb1kbnr/1p1p1ppp/1q2p3/pPp5/5P2/B2P4/P1P1P1PP/RN1QKBNR b KQkq - 0 5,0
1rbqkbnr/1pppp2p/2n2p2/p5p1/1PP5/N7/P2PPPPP/R1BQKBNR b KQk - 0 6,0
rnbqk1n1/p1pp1pp1/1p1bp2r/7p/P1N4P/3P3R/1PP1PPP1/R1BQKBN1 b Qq - 2 6,1
rnbqkbnr/ppppp2p/7B/1P3pp1/3P3P/8/P1P1PPP1/RN1QKBNR b KQkq - 0 6,1
rnbqkbnr/pppppp2/8/6pp/3PP3/6P1/PPP2P1P/RNBQKBNR b KQkq - 0 3,1
rnbqkb1r/pppp1p1p/4p1pn/8/1P6/8/PBPPPPPP/RNQ1KBNR b KQkq - 1 4,0
1rbqkb1r/pppp1p1p/2n2npB/8/3Pp1P1/3Q4/PPPKPPBP/RN4NR w k - 0 7,1
rnb1kbnr/1ppp1ppp/4p3/p5q1/2PP4/8/PP1QPPPP/RNB1KBNR w KQkq - 0 4,1
rnbqkbnr/1p1ppppp/p7/2p5/2P2P2/N7/PP1PP1PP/R1BQKBNR w KQkq - 0 5,0
rnb1kbnr/ppq2ppp/3pp3/2p5/2P5/P3PP1P/1P1PK1P1/RNBQ1BNR b kq - 0 6,1
rnbqkbnr/1pp1pp2/p7/3p2pP/8/1QP5/PP1PPP1P/RNB1KBNR w KQkq - 0 5,0
1nbqkb1r/rp1ppp1p/2p3pn/p7/PP6/2P2N2/3PPPPP/RNBQKBR1 w Qk - 2 6,0
rnb1kbnr/pp1p1pp1/q3p3/2pP3p/8/1QP5/PP1NPPPP/R1B1KBNR w KQkq - 1 6,1
rnbqkb1r/p1ppp2p/1p3ppn/8/P1P3P1/5P2/1P1PP2P/RNBQKBNR w KQkq - 0 5,0
rnb1kbnr/ppp1p1pp/5p2/2Pp4/3q3P/P5R1/1P1PPPP1/RNBQKBN1 b Qkq - 0 6,0
rnbqkb1r/p1ppppp1/5n2/1p1N3p/PP6/8/2PPPPPP/R1BQKBNR b KQkq - 3 4,1
rn1qkbnr/p2pppp1/b7/1pp4p/2B5/4P2P/PPPP1PP1/RNBQK1NR w KQkq - 1 5,1
r1bqkbnr/ppp1pp1p/2n3p1/3p4/2P4P/N7/PP1PPPP1/R1BQKBNR w KQkq - 0 4,0
rnbqkbnr/pp2p3/2pp1ppp/8/8/P1P2PP1/RP1PPK1P/1NBQ1BNR b kq - 1 6,1
rnb1kbnr/pppp1ppp/4p3/8/P1P5/1Pq3P1/3PPP1P/RNBQKBNR b KQkq - 0 4,1
r1bqkb1r/ppp1ppp1/2np3n/7p/2N5/3PP3/PPPB1PPP/R2QKBNR b KQkq - 2 5,0
rnbqkb1r/1p1pn1pp/2p2p2/p3p1B1/4P3/3P1N2/PPP1QPPP/RN2KB1R w KQkq - 2 6,0
r1bqkbnr/ppppppp1/8/2n3Pp/8/1QP5/PP1PPP1P/RNB1KBNR b KQkq - 1 4,1
rn1q1bnr/pppkp1pp/3p4/5p2/3PP1b1/P1P5/1P2BPPP/RNBQK1NR b KQ - 2 5,1
rnbqkbnr/p1pppppp/8/1p6/8/4P1PN/PPPP1P1P/RNBQKB1R b KQkq - 0 3,0
rnb1k1nr/ppqp1p1p/2p1p1p1/8/Pb4P1/N6P/1PPPPP2/R1BQKBNR w KQkq - 3 6,0
rnbqk2r/pppp1ppp/3b1n2/4p3/4P3/3B1N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0
rn1qkbnr/3ppppp/pp6/1bp2B2/1P2P3/8/P1PP1PPP/RNBQK1NR w KQkq - 0 6,0
rn1qkbnr/ppp1ppp1/3p3p/5b2/2P4P/P7/RP1PPPP1/1NBQKBNR b Kkq - 1 4,1
rnbqk1nr/1ppp1ppp/p2b4/4p3/P7/1R6/1PPPPPPP/1NBQKBNR w Kkq - 0 4,0
r1bqkbnr/pp1ppp1p/n5p1/2p5/5P2/P1P5/1P1PP1PP/RNBQKBNR w KQkq - 0 4,0
rnbqkbnr/1pppp2p/8/p4pp1/5B2/3P1N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,1
rnb1k1nr/p1qpbppp/8/1pp1p3/2PP4/1N6/PPQ1PPPP/R1B1KBNR w KQkq - 4 6,0
rnbqkbnr/2pppppp/8/pp6/2P3P1/N7/PP1PPP1P/R1BQKBNR b KQkq - 1 3,1
rnbqkbnr/3ppppp/p1p5/1p6/7N/PP4P1/2PPPP1P/RNBQKBR1 b Qkq - 2 6,0
rnbqkbnr/1pp1pp1p/3p4/p5p1/8/3P1N2/PPPNPPPP/R1BQKB1R w KQkq - 0 4,1
rnbq1bnr/2ppkpp1/pp2p3/7p/P7/1PNP1N2/2PQPPPP/R1B1KB1R b KQ - 3 6,0
rn2kbnr/pppbqppp/3p4/4p1P1/P7/R1P5/1P1PPP1P/1NBQKBNR b Kkq - 0 5,1
rnbqk2r/ppppppbp/3n4/6p1/2P5/N2P3P/PPQ1PPPR/R1B1KBN1 b Qkq - 0 6,0
r1bqkb1r/p1ppppp1/5n2/BpP4p/5P2/8/PPPQP1PP/RN2KBNR b KQkq - 0 6,1
rn1qkb1r/ppp1pppp/7n/3p4/P4P2/3bP3/1PP1B1PP/RNBQ1KNR b kq - 1 6,1
rnbqkb1r/ppp1pppp/8/3p4/2P4N/N7/PP1PPP1n/R1BQKBR1 w Qkq - 2 7,1
